Score,Role Type,Work Type,Sector,Title,Company,Location,Source,Matched Keywords,Posted,URL,Description
21,Operations Analytics,Remote,General,Catalog Operations Analyst II,instacart,"Canada - Remote (ON, AB, BC, or NS Only)",Greenhouse:instacart,"ai-first, sql, excel, dashboard, operations analyst, tableau, kpi, reporting, workflow, stakeholder, cross-functional, COMBO:Ops+Data",2026-06-24T16:24:24-04:00,https://instacart.careers/job/?gh_jid=7967305,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;strong&gt;We&#39;re transforming the grocery industry&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;span class=&quot;im&quot;&gt;At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible earnings opportunities to Instacart Personal Shoppers.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Instacart has become a lifeline for millions of people, and we’re building the team to help push our shopping cart forward. If you’re ready to do the best work of your life, come join our table.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Instacart is a Flex First team &lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;There’s no one-size fits all approach to how we do our best work. Our employees have the flexibility to choose where they do their best work—whether it’s from home, an office, or your favorite coffee shop—while staying connected and building community through regular in-person events. &lt;a href=&quot;https://www.instacart.careers/flex-first&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?q=https://instacart.careers/remote/&amp;amp;source=gmail&amp;amp;ust=1651869232122000&amp;amp;usg=AOvVaw37OlxP8hAKN7nq4YwHQH7e&quot;&gt;Learn more about our flexible approach to where we work.&lt;/a&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;&lt;strong&gt;Overview&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Instacart’s Catalog Operations team powers the data that makes shopping effortless. Catalog data represents the vast majority of what customers see when they browse, search, and buy. Our quality, coverage, and accuracy directly shape the customer experience. We"
21,Operations Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Credit Operations Analyst, Risk Operations",stripe,"Chicago, Toronto, Atlanta",Greenhouse:stripe,"risk management, sql, excel, dashboard, operations analyst, workflow, stakeholder, cross-functional, process improvement, fintech, COMBO:Ops+Data",2026-06-26T17:05:34-04:00,https://stripe.com/jobs/search?gh_jid=7722938,"&lt;h2&gt;&lt;strong&gt;Who we are &lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;&lt;span style=&quot;font-weight: 400;&quot;&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies - from the world’s largest enterprises to the most ambitious startups - use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/span&gt;&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;The Risk Operations team is looking for an experienced Credit Operations Analyst to join an industry leading global credit operations team. As a Credit Analyst, you will execute operational processes and scale programs while devising growth friendly solutions that reduce Stripe’s credit risk. Did you know that only around 4% of the world’s GDP comes from internet commerce? At Stripe, we believe that this represents a future with almost limitless potential for innovation, creativity and global prosperity. While the promise of a global online economy is palpable, it doesn’t come without significant risk.&amp;nbsp; Billions of dollars are processed by Stripe each year and the Credit Operations team works to ensure that exposure is minimized while facilitating company growth.&lt;/p&gt;
&lt;p&gt;We are looking for someone passionate about commercial credit, the payments ecosystem, and has a strong desire to work collaboratively with peers and partners in the credit space while building and enhancing processes at scale. This person will work alongside a global team of analysts and build cross functional partnerships with engineering, strategy, sales, vendor management and more. The right candidate for th"
21,Compliance / Risk / Fraud,Contract,Compliance / Risk / Fraud,Senior Security Compliance Analyst - Public Sector - Information Security,elastic,United States,Greenhouse:elastic,"compliance analyst, eligibility, audit, compliance, regulatory, government, public sector, federal",2026-06-11T11:28:47-04:00,https://jobs.elastic.co/jobs?gh_jid=7721569&gh_jid=7721569,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;Elastic, the Search AI Company, enables everyone to find the answers they need in real time, using all their data, at scale — unleashing the potential of businesses and people. The Elastic Search AI Platform, used by more than 50% of the Fortune 500, brings together the precision of search and the intelligence of AI to enable everyone to accelerate the results that matter. By taking advantage of all structured and unstructured data — securing and protecting private information more effectively — Elastic’s complete, cloud-based solutions for search, security, and observability help organizations deliver on the promise of AI.&lt;/p&gt;&lt;/div&gt;&lt;h3&gt;&lt;strong&gt;What Is The Role :&lt;/strong&gt;&lt;/h3&gt;
&lt;p style=&quot;text-align: justify;&quot;&gt;We are seeking an experienced &lt;strong&gt;Senior Information Security Compliance Analyst &lt;/strong&gt;to lead our Department of Defense (DoD) Impact Level 5 (IL5) compliance and security accreditation initiatives. This role will serve as the primary security and compliance lead responsible for implementing, maintaining, and auditing security controls across cloud and hybrid environments supporting sensitive government workloads.&lt;/p&gt;
&lt;p style=&quot;text-align: justify;&quot;&gt;The ideal candidate has deep experience with DoD cloud security requirements, RMF, NIST 800-53, FedRAMP High baselines, and continuous monitoring practices. This individual will partner closely with engineering, infrastructure, DevOps, legal, and executive leadership to ensure our systems meet all regulatory and contractual security obligations.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;What You Will Be Doing :&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li style=&quot;text-align: justify;&quot;&gt;Leading US public sector audit and certification process (DoD IL 5) and owning continuous monitoring requirements to maintain compliance.&lt;/li&gt;
&lt;li style=&quot;text-align: justify;&q"
20,Operations Analytics,In-Office / Hybrid,Healthcare,Billing Operations Analyst,datadog,"Denver, Colorado, USA",Greenhouse:datadog,"sql, excel, data visualization, operations analyst, tableau, jira, stakeholder, cross-functional, process improvement, healthcare, COMBO:Ops+Data",2026-07-07T16:01:36-04:00,https://careers.datadoghq.com/detail/7899542/?gh_jid=7899542,"&lt;p&gt;Datadog’s Finance team collaborates with teams across the organization, providing commercial, operational, and analytical support to ensure that Datadog’s business continues to grow as rapidly and efficiently as possible.&lt;/p&gt;
&lt;p&gt;We are seeking a Billing Operations Analyst to join our growing Finance team at Datadog. As a member of the Billing Operations team, you will serve as a trusted partner within the Finance organization, delivering support to a wide range of internal departments and external customers. In this role, you will play a meaningful part in key initiatives designed to drive operational efficiency and create lasting impact across multiple teams and stakeholders.&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;&lt;br&gt;What You&#39;ll Do:&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Leverage multiple internal tools and systems to research, analyze, and resolve complex billing questions and customer inquiries.&lt;/li&gt;
&lt;li&gt;Partner closely with cross-functional teams—including Customer Success, Sales, DealDesk, Sales Systems, Order Operations, and Product—to provide support and insights into Datadog’s billing practices.&lt;/li&gt;
&lt;li&gt;Help customers understand their invoices and billing details, which vary based on usage patterns and plan type.&lt;/li&gt;
&lt;li&gt;Proactively identify, communicate, and collaborate with the Customer Success and Sales teams to resolve customer billing discrepancies and issues in a timely manner.&lt;/li&gt;
&lt;li&gt;Manage and triage an incoming queue of requests and inquiries across Zendesk, Jira, and a dedicated Billing Operations Slack channel, ensuring prompt and accurate responses.&lt;/li&gt;
&lt;li&gt;Contribute to ad-hoc projects and process improvement initiatives as they arise.&lt;br&gt;&lt;br&gt;&lt;/li&gt;
&lt;/ul&gt;
&lt;p&gt;&lt;strong&gt;Who You Are:&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Bachelor’s degree in Accounting, Finance, or Computer Science.&lt;/li&gt;
&lt;li&gt;1–3 year"
20,EA / Business Partner,In-Office / Hybrid,Compliance / Risk / Fraud,"Executive Assistant, Finance",ramp,"New York, NY (HQ)",Ashby:ramp,"aml, regulatory, executive assistant, calendar management, forecasting, deliverables, coordination, workflow, cross-functional, banking, insurance, COMBO:EA+Ops",2026-05-22T15:55:38.945+00:00,https://jobs.ashbyhq.com/ramp/77c4bead-5399-4631-91bb-d80c467191ba,"  About Ramp   Ramp is building the smart infrastructure for finance teams, embedded in the transaction flow of every dollar a business spends. We automate how over $200B in annualized spend flows in and out of 70,000+ companies: authorizing payments, flagging risk, categorizing spend, and closing books.  The problems are high-stakes, data-dense, and unforgiving.  We hire people with high agency and high urgency. We look for slope over intercept. We care less about where you trained and more about what you’ve built. At Ramp, everyone is a builder who owns problems end to end and makes consequential decisions that shape the outcome.  The median Ramp customer saves 5% and grows revenue 16% in their first year – far in excess of businesses operating without Ramp. We believe every ambitious company deserves the same.  If you want to build systems that directly shape how companies move and manage billions, Ramp is the place to do it.     About the Role   Ramp is hiring an Executive Assistant to support senior leaders across our Go-To-Market Finance organization. This role sits at the intersection of a high-stakes, high-confidentiality function — deal-making and financial oversight — and requires someone with exceptional discretion, sharp judgment, and the ability to operate with minimal direction in sensitive environments.  You will support Finance executive driving GTM financial planning, forecasting, and business operations. A core part of this role is active inbox management for multiple executives — triaging communications, drafting responses, flagging what needs immediate attention, and ensuring nothing of consequence gets missed. The pace is fast, the work is consequential, and the people you support move quickly.  This role is based in our New York office in Chelsea. We default to being in the office at least three days a week.   Please note: candidates may only apply to one Executive Assistant role at this time. We encourage you to review each posting carefully a"
19,Data / Analytics,Contract,Compliance / Risk / Fraud,"Senior Program Manager, Contracts & Analytics",coinbase,Remote - USA,Greenhouse:coinbase,"eligibility, compliance, data privacy, remote-first, data integrity, reporting, project management, workflow, stakeholder, cross-functional, federal",2026-06-17T22:01:46-04:00,https://www.coinbase.com/careers/positions/8008047?gh_jid=8008047,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;Ready to do the most impactful work of your career? At&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/?utm_campaign=mt_o_m_w_m_m__coi_0_jd-onchain&amp;amp;utm_source=coinbase&quot;&gt;Coinbase&lt;/a&gt;, we are uncompromising on our mission to increase economic freedom. The bar is high, the environment is intense, and we like it that way. This isn&#39;t a place for complacency, it’s a place to be pushed past your perceived limits. If you&#39;re ready to build the future of finance alongside people who refuse to settle for &quot;good enough,&quot; you belong here. Coinbase is a remote-first, but not remote-only company. Expect to get together quarterly for intense in-person working sessions called “surges.”&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/careers&quot;&gt;learn more about working at Coinbase&lt;/a&gt;.&lt;/p&gt;&lt;/div&gt;&lt;p&gt;As a Senior Program Manager, Contracts &amp;amp; Analytics, you&#39;ll join Coinbase&#39;s Legal Operations team to own the strategic direction, in-house build roadmap, and ongoing optimization of our Contract Lifecycle Management (CLM) ecosystem. This role goes beyond configuration - you&#39;ll define what gets built, set the technical vision for contracting workflows, and drive AI enablement across the team. You&#39;ll serve as a strategic partner to Institutional Sales, Enterprise Architecture, and Engineering, ensuring Coinbase&#39;s contracting infrastructure scales with the business and delivers measurable speed, compliance, and insight improvements.&lt;/p&gt;
&lt;p&gt;What you&#39;ll do:&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Own the CLM technology roadmap and backlog, setting strategic direction for what to build, integrate, or optimize across Ironclad, Evisort, Salesforce, and emerging tools, and translating that vision into a prioritized delivery plan.&lt;/li&gt;
&lt;li&gt;Lead in-house builds and workflow development that extend beyond standard SaaS configuration"
19,Operations Analytics,Contract,Compliance / Risk / Fraud,Business Operations Analyst,TextUs,"Denver, Denver, Colorado, United States",RemoteOK,"aml, excel, dashboard, operations analyst, kpi, reporting, workflow, stakeholder, cross-functional, process improvement, insurance, COMBO:Ops+Data",2026-07-03T17:12:44+00:00,https://remoteOK.com/remote-jobs/remote-business-operations-analyst-textus-1134500," WHY TEXTUS   TextUs on a mission to revolutionize business communication by enabling seamless and impactful engagement between workers and consumers. With a focus on innovation, ease of use, and delivering measurable results, our strategy is rooted in creating tools that outperform other messaging solutions while fostering trust and value for our customers and stakeholders.  At TextUs, every team member is empowered to make a difference. Our collaborative and data-driven culture, combined with the guidance of a proven leadership team, ensures you have the resources and support to excel. Together, weâre building the future of mobile-first, conversational engagement and redefining whatâs possible for businesses and their stakeholders.  As our Business Operations Analyst, you'll play a key role in supporting the systems and processes that keep our business running smoothly. Reporting to the Revenue Operations Manager, you'll partner with teams across Sales, Marketing, Customer Success, Finance, and Operations to improve workflows, maintain business systems, and ensure our teams have the tools and data they need to be successful.  You enjoy solving operational challenges through technology, process improvement, and data. You're naturally curious, embrace new tools, and are excited to explore how automation and AI can help teams work smarter and scale more efficiently.   CORE RESPONSIBILITIES    Business Operations &amp; Systems Support     Partner with cross-functional teams to optimize business processes and improve operational efficiency across the organization.  Support the day-to-day administration and continuous improvement of our business systems, including CRM, ERP, marketing automation, and internal tools.  Troubleshoot system issues, manage enhancement requests, and recommend process improvements that improve the employee experience.  Help evaluate and implement new technologies and workflows as the company grows.  Leverage AI-powered tools to improve docu"
19,Data / Analytics,Remote,Compliance / Risk / Fraud,"Senior Backend Engineer, Analytics Instrumentation (Golang)",gitlab,"Remote, Canada; Remote, US",Greenhouse:gitlab,"eligibility, compliance, distributed team, python, data integrity, workflow, stakeholder, COMBO:Fraud+Data ⭐",2026-07-07T14:49:53-04:00,https://job-boards.greenhouse.io/gitlab/jobs/8451512002,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and more than 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.&lt;/p&gt;
&lt;p&gt;The same principles built into our products are reflected in how our team works: we embrace AI as a core productivity multiplier, with all team members expected to incorporate AI into their daily workflows to drive efficiency, innovation, and impact. GitLab is where careers accelerate, innovation flourishes, and every voice is valued. Our high-performance culture is driven by our values&amp;nbsp;and continuous knowledge exchange, enabling our team members to reach their full potential while collaborating with industry leaders to solve complex problems. &lt;a href=&quot;https://www.youtube.com/watch?v=OuZIb5zszQI&quot;&gt;Co-create the future with us&lt;/a&gt; as we build technology that transforms how the world develops software.&lt;/p&gt;
&lt;p&gt;*&lt;em&gt;Fortune 500® is a registered trademark of Fortune Media IP Limited, used under license. Claim based on GitLab data. Fortune 100 refers to the top 20% ranked companies in the 2025 Fortune 500 list, published in June 2025. Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of GitLab.&lt;/em&gt;&lt;/p&gt;&lt;/div&gt;&lt;h2&gt;An overview of this role&lt;/h2&gt;
&lt;p&gt;Analytics Instrumentation is part of the Data Engineering and Monetization (DE&amp;amp;M) group, focused on the collection of Product Usage and Billing event data within GitLab. We build data collection platforms that enable product teams to assess user behavior and make evidence-based choices through privacy-conscious instrumentation that captures product usage th"
19,Data / Analytics,In-Office / Hybrid,Banking,"Data Analyst, Macro Analytics",stripe,New York,Greenhouse:stripe,"sql, python, dashboard, data analyst, reporting, stakeholder, banking, financial services, fintech",2026-06-26T17:05:19-04:00,https://stripe.com/jobs/search?gh_jid=6166982,"&lt;h2&gt;&lt;strong&gt;Who we are&lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world&#39;s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Data Science at Stripe is a vibrant community where data analysts, data scientists, and engineers learn and grow together. You&#39;ll work with some of Stripe&#39;s most fundamental and exciting data, and use that data to help drive company-wide initiatives. We have a variety of Data Analytics roles and teams across Stripe and will seek to align you to the most relevant team based on your background.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;What you&#39;ll do&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;In this role, you&#39;ll partner deeply with teams across Stripe to ensure that our users, our products, and our business have the models, data products, and insights needed to make decisions and grow responsibly. You&#39;ll work closely with partners to extract insights from the rich and complex data at Stripe. You&#39;ll also work with leaders to translate business needs into data problems. You&#39;ll build metrics, scalable data pipelines, dashboards, and reports to inform and run the business. You&#39;ll deliver actionable business insights&amp;nbsp; through analyses and data storytelling.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Responsibilities&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Work with Treasury Finance, Finance &amp;amp; Strategy, Risk and Engineering to build ou"
18,Compliance / Risk / Fraud,Remote,General,"Credit Risk Analyst Commercial Underwriter, West Coast",stripe,"Chicago, US-Remote, Canada-Remote",Greenhouse:stripe,"risk analyst, sql, data visualization, forecasting, cross-functional, COMBO:Fraud+Data ⭐, COMBO:Ops+Data",2026-06-26T17:05:31-04:00,https://stripe.com/jobs/search?gh_jid=7540441,"&lt;h2&gt;&lt;strong&gt;Who we are &lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world&#39;s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;The Credit team protects Stripe by managing the end-to-end risk of our largest and most complex users. We leverage deep underwriting expertise and data-driven stress heuristics to make informed decisions at every stage of the user lifecycle—from onboarding to loss recovery. Our goal is to enable Stripe&#39;s growth by making confident, calibrated decisions on our highest-exposure users.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;What you’ll do&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;Stripe handles billions of dollars every year for businesses around the world, and the Risk team plays a critical role in the company&#39;s financial and partnership success. As a Credit Risk Analyst Commercial Underwriter on the North America Strategy Risk team, you&#39;ll underwrite and manage a portfolio of our largest and fastest-growing businesses to facilitate growth objectives while minimizing credit risk. This is a high-impact role that involves strong cross-functional partnership with Sales, Legal, Treasury, and Finance.&lt;/p&gt;
&lt;p&gt;This role is assigned to West Coast hours, with a high preference for candidates in the Pacific time zone.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Responsibilities&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Work directly with our top merchants, from s"
16,Data / Analytics,Remote,Compliance / Risk / Fraud,"Software Engineer, Security Analytics Infrastructure",stripe,US - Remote,Greenhouse:stripe,"compliance, python, excel, healthcare, financial services, COMBO:Fraud+Data ⭐",2026-06-26T17:05:37-04:00,https://stripe.com/jobs/search?gh_jid=7826761,"&lt;h2&gt;Who we are&lt;/h2&gt;
&lt;h3&gt;About Stripe&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world&#39;s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;About the team&lt;/h3&gt;
&lt;p&gt;In this role, you&#39;d join Stripe&#39;s Security Analytics Infrastructure team. Our mission is to enable Stripe&#39;s detection and response by generating, centralizing, and organizing security data through simple, reliable pipelines and providing a platform of core security systems. We also undertake experimental, bespoke projects that close Stripe‑specific security gaps and accelerate outcomes for our partner teams.&lt;/p&gt;
&lt;h2&gt;What you&#39;ll do&lt;/h2&gt;
&lt;p&gt;As a Software Engineer on this team, you&#39;ll use your blend of security and software engineering expertise to build and support our key services including a SIEM, SOAR, endpoint detection and response, server observability, threat intel platform, and AI infrastructure. You&#39;ll work closely with partner teams working in multiple program areas of cyber defense, including cyber intelligence, threat detection, vulnerability management, secure devices, and compliance. Overall, you&#39;ll help ensure that we have the right data in the right place at the right time for our users.&lt;/p&gt;
&lt;h3&gt;Responsibilities&lt;/h3&gt;
&lt;p&gt;• Build and maintain services and dataflows related to our security analytics platform • Collaborate with other teams to drive improvements to processes our platform supports • Continuously improve our security posture, processes, and tools"
16,Data / Analytics,In-Office / Hybrid,Compliance / Risk / Fraud,"Software Engineer, Infrastructure - Analytics Platform",openai,San Francisco,Ashby:openai,"compliance, async, python, workflow, county, COMBO:Fraud+Data ⭐",2026-04-11T00:55:07.116+00:00,https://jobs.ashbyhq.com/openai/e44bfa94-0b82-4d0c-b224-02155b76eea9,"  About the Team   The Scaling team designs, builds, and operates critical infrastructure that enables research at OpenAI.  Our mission is simple: accelerate the progress of research towards AGI. We do this by building core systems that researchers rely on - ranging from low-level infrastructure components to research-facing custom applications. These systems must scale with the increasing complexity and size of our workloads, while remaining reliable and easy to use.     About the Role   We’re looking for an experienced software engineer to design, develop, and operate production-critical software infrastructure end to end across its full production lifecycle.  This role is centered on backend / systems engineering, with emphasis on low-level performance, scalability, distributed systems, and hands-on development and operation of critical services at scale. You’ll take ambiguous problems, turn them into concrete plans, ship pragmatic solutions quickly, and improve them through production feedback and iteration.  This is not a general Python backend role. We’re specifically looking for strong systems experience in Rust or C++, especially in performance-sensitive infrastructure.  This role is based in San Francisco, CA. We use a hybrid work model of 3 days in the office per week and offer relocation assistance to new employees.     In this role, you will:     Own critical infrastructure across design, implementation, rollout, operation, and iteration.    Build and operate performant backend systems in Rust or C++ that support core research workflows.    Design and improve distributed data and serving systems, including tradeoffs around partitioning, replication, consistency, retries, backpressure, and failure isolation.    Debug real production bottlenecks across latency, throughput, contention, hot spots, and overload behavior.    Operate business-critical services through on-call, incidents, postmortems, observability, alerting, safe rollouts, rollback plans, and z"
15,Data / Analytics,Remote,General,"Lead, Advanced Analytics, Acquisition",airbnb,United States,Greenhouse:airbnb,"sql, python, excel, data analysis, dashboard, stakeholder, cross-functional",2026-05-26T14:18:53-04:00,https://careers.airbnb.com/positions/7948314?gh_jid=7948314,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;&lt;span style=&quot;font-family: helvetica, arial, sans-serif; font-size: 12pt;&quot;&gt;Airbnb was born in 2007 when two hosts welcomed three guests to their San Francisco home, and has since grown to over 5 million hosts who have welcomed over 2 billion guest arrivals in almost every country across the globe. Every day, hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.&lt;/span&gt;&lt;/p&gt;&lt;/div&gt;&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Community You Will Join:&amp;nbsp;&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;Airbnb, a global leader in the travel and hospitality industry, is dedicated to creating a world where anyone can belong anywhere. With our unique accommodations and experiences, we connect travelers with local hosts across the globe. As we continue to innovate and grow, we&#39;re looking for dynamic individuals to join our team and help shape our trajectory.&lt;/p&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;The Difference You Will Make:&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Airbnb is seeking a Lead, Advanced Analytics, Acquisition to support the acquisition of new Hosts and drive the growth of the business.&lt;/li&gt;
&lt;li&gt;The individual in this role will focus on in-depth data analysis, metric definition, benchmark creation, experimentation, and synthesis to high-level insights for prioritization.&lt;/li&gt;
&lt;/ul&gt;
&lt;p&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; color: #000000;&quot;&gt;&lt;strong&gt;A Typical Day:&amp;nbsp;&lt;/strong&gt;&lt;/span&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Conduct advanced data analysis to extract actionable insights that inform strategic decisions&lt;/li&gt;
&lt;li&gt;Collaborate closely w"
15,Data / Analytics,Remote,Compliance / Risk / Fraud,"Senior Data Scientist, CX Analytics",coinbase,Remote - USA,Greenhouse:coinbase,"eligibility, regulatory, data privacy, remote-first, reporting, workflow, stakeholder, cross-functional, federal",2026-06-24T10:31:37-04:00,https://www.coinbase.com/careers/positions/8009392?gh_jid=8009392,"&lt;div class=&quot;content-intro&quot;&gt;&lt;p&gt;Ready to do the most impactful work of your career? At&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/?utm_campaign=mt_o_m_w_m_m__coi_0_jd-onchain&amp;amp;utm_source=coinbase&quot;&gt;Coinbase&lt;/a&gt;, we are uncompromising on our mission to increase economic freedom. The bar is high, the environment is intense, and we like it that way. This isn&#39;t a place for complacency, it’s a place to be pushed past your perceived limits. If you&#39;re ready to build the future of finance alongside people who refuse to settle for &quot;good enough,&quot; you belong here. Coinbase is a remote-first, but not remote-only company. Expect to get together quarterly for intense in-person working sessions called “surges.”&amp;nbsp;&lt;a href=&quot;https://www.coinbase.com/careers&quot;&gt;learn more about working at Coinbase&lt;/a&gt;.&lt;/p&gt;&lt;/div&gt;&lt;p class=&quot;mb-2 whitespace-pre-wrap&quot;&gt;As a Senior Data Scientist on the CX Consumer Analytics team, you will serve as the foundational link between CX operations and top-line financial impact, owning the revenue calibration models, experimentation frameworks, and behavioral intelligence that connect every customer support interaction to Coinbase&#39;s asset accumulation flywheel. You will partner closely with CX Analytics Engineers, Program Managers, and Product teams to translate complex operational and behavioral data into defensible, executive-ready insights that drive measurable improvements in retention, product adoption, and automation quality.&lt;/p&gt;
&lt;p class=&quot;mb-2 whitespace-pre-wrap&quot;&gt;&lt;strong&gt;What you&#39;ll do:&lt;/strong&gt;&lt;/p&gt;
&lt;ul&gt;
&lt;li&gt;Own and evolve CX&#39;s Downstream Impact of Support (DSI) revenue calibration models, translating support interaction data into quantified revenue signals.&lt;/li&gt;
&lt;li&gt;Design and execute causal inference frameworks and experiments to measure the incremental impact o"
